GSM329408	GSM329409	GSM329410	GSM329411	GSM329414	GSM329417	GSM329419	GSM329421	GSM329425	GSM329427
RP11-456O19.2	7.055	6.5633	7.8836	6.6132	5.2177	6.4149	6.7778	5.9449	4.8829	6.5384
RP11-456P18.2	5.8542	7.1209	4.6273	5.8411	4.2843	5.8651	6.6359	5.6808	6.0245	5.9083
RP11-457I16.2	6.8813	4.5977	5.4402	5.3208	5.6124	4.6838	5.2	2.6599	4.7532	6.4685
RP11-457K10.1	5.3691	5.4201	5.3177	5.0879	5.2277	4.2889	5.1223	3.3319	3.5589	4.8565
RP11-45M22.3	4.6836	5.7084	7.4317	6.8191	5.3224	4.7407	7.0617	6.9606	5.0016	5.9302
RP11-45M22.5	5.1756	6.3489	7.4337	6.9755	4.9893	6.7225	6.1115	5.5897	6.1707	7.121
RP11-461A8.4	6.1684	6.5843	6.6074	8.5602	6.8484	6.1361	5.131	5.7416	4.7716	5.7495
RP11-461L18.1	6.7494	5.17	7.5688	7.3436	4.798	6.7555	6.8009	6.0333	5.1214	6.4891
RP11-464F9.20	7.031	7.2597	8.1966	6.4663	5.3885	6.9445	7.4899	6.9015	6.4201	7.7025
RP11-465B22.8	7.2864	6.9871	4.7384	6.1538	5.9171	6.7442	6.1981	7.2207	5.3038	3.6436
RP11-465I4.3	5.6209	6.7256	8.1824	5.6174	6.9892	5.9534	6.0763	6.8849	5.4663	6.8137
RP11-466A19.8	5.105	6.5766	7.3299	6.7973	3.8197	4.8587	5.3743	5.4641	4.9494	6.6097
RP11-466P24.7	6.2068	4.9963	7.4423	7.1873	4.1087	4.5775	6.4028	6.8575	5.2294	6.0208
RP11-467D6.1	4.8848	6.0918	7.4437	6.1466	6.0251	5.2384	7.3495	6.4029	6.267	7.6256
RP11-468E2.5	7.7043	6.5426	7.6797	9.1225	7.4896	8.5082	8.2417	8.2234	7.9803	7.2985
RP11-469M7.1	9.6426	11.3852	9.7072	10.7887	8.8451	9.1853	12.0641	10.814	11.0112	9.6497
RP11-470M17.2	4.592	4.7533	4.8994	6.6529	4.9551	5.4593	4.5683	4.5165	3.9889	5.4876
RP11-471B22.2	5.3933	6.1248	6.8823	8.2033	5.485	5.602	7.2564	6.9503	6.7764	7.7671
RP11-471G13.5	4.9584	4.9763	6.3264	6.2381	5.4123	6.6297	7.2235	4.9385	4.7087	6.8803
RP11-471M2.3	5.8067	5.3856	6.874	5.7416	4.7554	4.5205	4.4999	4.7779	2.2993	4.9568
RP11-472K22.1	5.8209	6.1505	7.0609	6.1776	5.4734	4.6924	5.6799	2.9186	3.3264	5.4205
RP11-473I1.9	10.4185	11.662	10.9102	10.9213	10.5366	10.4509	11.5285	10.9774	12.0187	10.4255
RP11-474D1.2	6.1381	5.7775	4.595	7.7786	5.7325	6.2198	6.6617	4.5301	3.9755	5.9064
RP11-474P2.2	5.9205	6.0483	4.349	7.6237	6.5828	6.0828	7.1388	4.6694	4.4827	7.8184
RP11-475A13.2	4.4715	4.7054	5.061	6.5274	4.1872	4.2095	2.9682	2.8678	3.3684	4.9949
RP11-476D10.1	5.4774	3.9931	5.5135	4.6782	5.1809	4.798	3.7234	4.8861	4.9227	4.3515
RP11-477N3.1	5.8537	4.9257	7.4766	7.9571	6.3266	5.1272	5.2252	7.841	7.55	6.426
RP11-480A16.1	6.6526	8.0554	7.1174	8.7038	7.1849	6.6891	6.3766	5.9179	5.7566	7.6188
RP11-480D4.6	5.2283	5.8347	5.3702	8.0599	5.3551	5.5495	6.4448	5.3872	3.997	5.0619
RP11-480I12.10	6.1933	6.5607	4.0839	5.8018	5.913	6.763	6.0749	6.4492	5.0306	6.89
RP11-483C6.1	6.6949	4.3297	6.065	7.457	2.8338	6.1736	4.2157	4.3441	2.6624	4.2257
RP11-483I13.5	7.9269	6.8746	7.1551	6.2466	6.8325	6.9514	7.0117	7.3493	7.6103	5.371
RP11-486A14.1	5.718	5.3905	5.7625	7.4141	5.0013	3.5414	5.3516	2.5481	4.2392	5.6829
RP11-486G15.2	8.5139	8.1951	8.4069	8.4224	9.178	7.3803	7.4851	7.0452	5.041	6.8921
RP11-488L18.10	9.3494	10.6261	9.6272	8.8496	9.7765	10.2157	9.8123	11.8305	11.5037	10.7647
RP11-489E7.4	8.2344	8.3298	7.8405	12.1534	8.8659	7.8548	10.0328	11.7814	7.9377	9.7315
RP11-489G11.3	5.7752	4.7071	6.1948	6.2825	2.5745	5.4222	4.1045	5.0199	2.3957	4.4801
RP11-48B3.4	7.316	9.5719	4.6518	6.7161	7.6671	5.74	5.727	7.392	7.8938	7.163
RP11-48G14.2 /// TEX9	5.7936	4.9906	6.4395	6.4108	5.4593	4.8937	4.4677	5.1385	4.0746	6.3207
RP11-490G2.2	6.0661	5.8603	6.3203	7.3996	5.0958	5.7762	4.679	5.2781	4.6701	4.0646
RP11-493L12.3	5.6114	6.5216	6.4105	7.4619	4.6848	4.8937	4.7307	6.0654	4.0988	4.7124
RP11-495K9.3	4.973	5.2987	6.7067	5.2989	5.2334	5.1483	3.6029	3.3759	3.9134	4.9333
RP11-495K9.5	6.4964	3.7263	4.9014	7.4243	3.6205	5.2796	3.6024	4.4358	4.2412	4.4008
RP11-495P10.6	5.6877	6.0264	5.4583	8.0625	5.531	4.6048	4.3086	6.0947	3.8004	3.1164
RP11-495P10.9	5.4027	4.8444	4.4411	7.6968	4.7896	5.7041	2.8218	3.8277	4.5775	4.5874
RP11-496I2.2	3.9535	6.0661	4.5768	7.5631	4.4035	4.1568	6.1161	3.392	4.63	5.1281
RP11-498C9.15	9.4826	8.4955	10.0441	9.4118	9.1653	9.6079	7.2584	8.8967	9.234	9.2709
RP11-498C9.17	7.3604	7.5105	7.3451	8.1819	6.9807	6.963	7.7718	6.6436	7.0454	7.4598
RP11-498E2.7	7.2354	5.0962	6.6176	7.7295	6.1446	5.8593	7.1277	6.9749	6.1662	6.9667
RP11-499E18.1	7.6637	7.0432	7.3068	7.8919	6.4383	6.879	7.1777	6.5902	7.5885	6.8088
RP1-149A16.17	7.8554	6.7766	8.3343	7.8222	6.9598	7.4773	8.3808	7.907	7.1781	7.7918
RP1-149C7.1	4.5192	3.4739	6.7582	6.7528	3.8918	3.9644	2.4479	3.0315	3.8866	6.361
RP11-49K24.4	6.2893	5.8303	6.11	6.918	4.7292	4.6613	6.7969	5.22	5.1758	4.3433
RP11-4M23.7	9.877	10.5749	10.7751	11.751	9.8225	10.4368	10.0565	10.6032	8.766	10.1852
RP11-502N13.2	5.1386	5.1399	5.3223	5.9936	5.774	6.0615	4.1695	3.7664	3.0468	3.6137
RP11-503C24.6	6.6947	5.6098	5.1742	8.2714	5.7166	3.9213	5.8052	5.1397	4.1663	7.034
RP11-504A18.1	5.3347	4.3129	5.8741	7.6587	4.4478	5.9769	4.6256	4.3855	3.9545	4.8305
RP11-505K9.4	6.017	3.9015	4.8776	6.9555	4.3295	4.5205	5.6652	4.2881	5.7886	6.9587
RP11-506E9.3	5.186	4.9777	6.3458	4.6964	2.9544	5.1313	3.1875	6.204	4.5779	4.1206
RP11-506N2.1	4.1353	4.3976	3.7047	6.9889	3.4999	4.3681	4.6057	3.6114	2.9746	7.0335
RP11-506O24.2	6.7728	6.504	5.1713	8.2301	5.2499	5.4053	5.8837	6.0368	6.2196	4.4074
RP11-508N22.12	5.219	3.3763	6.4291	6.4574	4.0054	4.6641	4.8124	3.4815	3.6379	3.8411
RP11-50B3.4	7.4026	7.6152	8.2415	4.5146	7.2082	7.8939	7.4468	8.3156	9.1575	8.4858
RP11-50E11.3	5.4808	7.5339	6.6946	8.1055	7.4142	6.2534	7.5911	6.9732	6.9124	6.2756
RP11-510C10.2	6.6844	6.0229	6.8406	8.9949	4.6745	5.889	5.9559	6.2404	5.2664	5.0387
RP11-510C10.4	4.5011	5.4851	5.5857	5.7998	3.8197	4.2095	4.585	5.2177	3.7294	6.7041
RP11-513M16.7	4.7452	5.5998	8.3972	5.4182	6.0882	7.0271	5.2067	6.7376	5.6305	7.08
RP11-513N24.1	4.5335	5.2648	6.5609	8.0995	5.6126	5.4505	6.042	5.4937	4.6318	4.3995
RP11-515O17.3	4.7738	4.3123	5.2292	6.0812	4.5995	6.3791	5.952	2.4829	3.1367	5.5607
RP11-517B11.7	6.3893	5.3482	5.3579	6.8798	5.3812	7.0458	3.7299	5.0853	5.7325	6.1979
RP11-517C16.2	6.2636	6.6642	6.1822	4.8266	6.0157	5.4431	4.2285	5.6593	3.7943	3.7366
RP1-151F17.2	5.1772	4.5997	5.1781	7.0311	4.7823	5.5641	6.917	3.7071	3.9801	7.0712
RP11-521D12.1	6.182	6.4438	7.0125	8.232	5.8438	6.2756	4.5562	3.9179	5.1904	5.8872
RP11-521I2.3	5.1812	7.2897	3.2817	6.2015	4.6852	4.5777	6.9424	6.0906	6.2306	5.8361
RP11-521O16.2	6.3017	5.2352	5.0116	5.2439	3.8514	4.3959	5.8519	4.2729	4.5658	4.2822
RP11-524C21.2	6.5178	6.8609	8.5701	6.3483	5.2189	6.6612	6.8481	5.9896	6.5197	7.2851
RP11-524D16__A.3	5.4869	3.9487	6.6568	7.8715	5.6828	5.2008	5.9397	6.0285	4.5564	7.3974
RP11-52A20.2	6.1946	4.5757	4.5401	5.5994	5.9487	5.7084	5.7598	5.6419	4.8886	5.2464
RP11-532F12.5	6.7103	7.2091	7.7505	8.3563	6.1861	5.3344	5.5946	6.9824	6.6334	6.0903
RP11-533E19.5	5.2256	3.1418	3.609	5.6256	5.1357	5.0407	6.9139	8.2129	4.5544	7.4594
RP11-533E19.7	6.7826	6.7332	6.4639	6.3799	6.2927	6.9878	6.9718	7.4022	6.8823	7.4053
RP11-534L20.5	4.611	7.4099	6.7048	7.5417	6.2614	4.5775	5.7694	6.857	6.7933	7.6331
RP11-536G4.2	6.8913	7.3168	8.4071	8.1757	7.4351	7.0955	7.5299	7.3907	7.0206	6.0389
RP11-539G18.2	4.3947	4.7661	5.5112	5.4852	4.6877	5.3533	5.2602	5.0266	3.026	5.3133
RP11-539I5.1	4.2493	4.7602	8.4201	7.5919	5.2022	5.7987	5.975	3.9762	4.7006	6.1634
RP11-539L10.3	7.4492	7.2845	6.4658	8.1989	5.7093	7.0315	7.5292	7.391	7.1867	5.1094
RP11-53A1.2	5.6429	5.9447	5.9976	5.3679	4.6254	4.3144	5.3766	4.369	5.5702	3.7165
RP11-53B2.2	6.701	6.3962	6.5218	8.7466	5.3928	5.602	6.8054	8.4466	7.182	8.1263
RP11-53O19.3	6.6767	7.0279	8.223	7.458	7.8106	8.0133	6.2657	7.631	8.3578	8.3687
RP11-540O11.1	4.9323	4.7906	3.609	7.6804	3.3814	4.6802	4.9369	2.3326	4.3086	7.0608
RP11-543C4.1	4.7011	5.8788	7.2625	8.2612	6.6018	5.3725	7.5074	7.2097	3.7647	6.2255
RP11-544D21.2	5.8669	5.2506	6.8626	7.3983	3.429	3.705	2.7079	3.7515	4.556	5.1732
RP11-546O6.4	4.9911	2.9102	5.1408	8.0924	4.5786	5.6488	4.4132	4.6721	2.0678	6.7314
RP11-548H18.2	7.3861	6.2745	6.7316	8.2052	7.8207	5.9033	6.5265	6.2814	5.8463	6.98
RP11-548M13.1	7.5271	7.7992	7.5467	9.2948	6.1406	6.9383	7.4424	5.8899	6.0663	6.5633
RP11-549J18.1	6.3657	4.7956	7.0703	6.087	5.0367	4.7225	3.0058	5.8861	4.3982	5.4928
RP11-54K16.2	9.1743	8.0466	9.8218	9.3923	8.7657	9.278	8.2777	8.3452	8.7714	9.081
RP11-550I24.2	5.1414	4.3998	6.0859	6.1362	3.8015	5.0795	5.7216	3.0208	3.5478	5.0665
RP11-552F3.10	4.3335	3.8139	6.2626	7.0262	4.0734	4.1826	2.8458	2.9292	2.9963	5.2088
RP11-552M11.8	5.8579	5.0484	7.0934	5.117	5.5684	5.793	5.8674	3.9941	6.3471	5.6355
RP11-554D14.1	6.3368	5.0921	6.9915	7.5743	3.8952	5.9703	7.3234	6.9693	4.7046	6.3151
RP11-554J4.1	9.2979	8.7352	7.5949	9.811	8.8911	7.9681	8.3528	9.3899	8.7138	8.0199
RP11-559M23.1	6.5039	6.8792	6.5628	7.2354	7.1683	5.7773	6.9153	8.0388	6.9327	8.3123
RP1-155D22.1	7.103	6.352	6.0624	8.0682	6.9526	7.5412	7.7509	7.2263	6.0345	7.3581
RP1-155D22.2	7.016	7.5131	7.8088	8.0979	6.7019	6.8333	7.5742	6.7653	5.5613	7.5429
RP11-55K13.1	6.2693	5.2999	4.591	6.4924	5.1895	6.0459	3.7962	2.8588	5.3185	7.1709
RP11-560A15.4	6.5084	6.3687	5.0965	6.2744	6.7166	6.1252	6.393	6.6717	5.7442	5.9327
RP11-560G2.2	5.5662	4.304	6.4051	6.4345	4.1423	5.3751	5.4894	2.8607	4.04	6.0747
RP11-567C2.1	6.641	6.5352	6.4041	6.3065	6.1935	6.4646	6.0833	6.5602	3.808	6.6798
RP11-567I13.1	4.819	5.8698	5.9541	7.4212	3.8857	6.1182	6.8696	5.9263	5.5946	7.0807
RP11-568N6.1	8.3292	7.5987	9.2183	8.8058	7.6779	8.7727	7.4442	7.5164	7.1574	7.0687
RP11-573N10.1	4.6626	5.3468	4.6543	4.7349	4.0102	4.4344	3.688	3.2605	4.7378	6.5219
RP11-574H6.1	5.3545	4.1096	6.1591	5.1922	5.081	3.8686	5.4392	2.949	4.0632	4.6014
RP11-579O24.3	6.6894	5.2497	4.6745	7.2169	5.3578	3.8007	4.5237	4.4496	4.6629	6.6099
RP11-585P4.5	5.4277	8.2621	8.1076	6.9646	6.0938	7.6207	8.4592	5.8895	6.0385	6.7882
RP11-586K2.1	5.7696	2.6509	6.645	7.2455	3.5039	6.4149	4.9344	2.4647	2.2851	3.9946
RP11-587D21.4	4.5374	3.1782	3.2817	6.7984	3.486	4.5954	3.6095	4.4397	4.0671	5.3309
RP11-589P10.5	6.8241	7.4704	5.8436	4.6467	7.9795	7.6489	8.2862	10.3685	9.6655	9.0142
RP11-58O3.2	4.9323	4.6906	5.3728	8.3319	4.277	4.8667	6.0408	3.8088	4.2642	5.4089
RP11-59H7.3	4.2311	3.6315	5.865	5.4843	3.7402	4.4229	2.0351	3.3744	2.4519	4.7826
RP11-5C23.1	8.4798	5.0563	7.2492	7.1162	7.0431	7.8496	6.4373	7.6428	8.1256	8.3598
RP11-5C23.2	6.1159	4.6546	8.0969	5.2237	5.9241	5.2293	5.6849	4.9992	4.9788	6.5594
RP11-5N11.2	6.2463	4.1534	5.3406	7.1066	5.7713	3.5414	4.4204	4.5856	4.8926	4.166
RP11-60A24.3	6.5235	5.196	6.4047	8.6513	7.1089	6.2068	6.3944	4.9446	4.9429	5.5918
RP11-613M5.1	7.4722	8.5558	8.6431	7.3367	7.6739	8.9565	4.3228	7.3546	5.2789	5.638
RP11-619L12.4	5.769	6.9516	4.8266	9.2418	6.5832	5.9885	6.532	6.4918	5.5433	5.974
RP11-619L19.1	4.6264	3.2375	6.9524	5.9551	4.5424	5.8077	3.8092	5.131	4.6731	5.3235
RP11-61L19.2	7.2398	6.8411	6.1094	7.8493	6.6767	6.4	5.4877	6.8289	4.6771	7.6185
RP11-61L19.3	9.9785	9.0846	8.8816	9.2701	9.396	7.9162	9.3759	8.848	9.2215	8.1693
RP11-629E24.2	6.8862	7.3835	8.5526	8.9379	6.2943	6.8727	7.3715	6.9365	6.5647	7.0732
RP11-629O1.2	4.703	6.2932	7.1575	9.3261	6.1002	6.166	7.311	8.9535	7.1994	6.6938
RP11-631N16.2	5.7237	6.1661	7.5975	5.6097	4.7234	5.3472	6.202	7.2801	6.3138	6.5319
RP11-634B7.4	6.5869	3.7602	3.5775	7.2208	3.972	3.8686	3.4266	5.446	2.632	6.3219
RP11-635N19.1	6.6048	6.367	5.1116	7.2592	7.3471	7.1405	6.3075	6.0087	6.2668	6.2219
RP11-63A11.1	4.3727	5.9979	6.4404	6.7112	5.9194	4.2095	4.6783	3.6459	3.7198	5.444
RP11-63A1.2	4.6129	3.0308	5.2029	5.8049	5.8439	5.2028	5.4557	3.3149	3.9409	4.5459
RP11-63D14.1	6.2704	6.3573	6.406	7.9267	6.3931	5.2866	6.7907	6.0012	5.7558	6.6389
RP11-63K6.7	5.4513	5.4971	5.7043	6.4826	4.689	4.757	6.4758	3.3823	3.9197	4.965
RP11-642D21.1	6.4019	6.729	4.3459	8.401	4.6709	4.6162	5.088	5.6079	4.2494	6.1225
RP11-644F5.11	7.5806	6.5539	6.3686	6.772	6.7946	6.8585	6.4999	6.7407	5.3618	6.6094
RP11-646E18.4	4.6626	4.3439	7.0236	7.2086	4.1415	6.3259	6.8115	5.7213	5.4191	5.7066
RP11-646J21.6	6.4237	6.914	6.7781	7.5474	5.8574	5.4507	6.1842	6.9312	5.5186	7.3543
RP11-649A18.7	8.1829	9.7084	8.3016	9.3494	8.1495	7.9149	8.5219	8.3299	8.4857	6.6458
RP11-650K20.3	5.2592	6.5668	7.5467	7.1178	6.097	6.9493	5.3336	6.1701	5.2383	6.3155
RP11-654A16.3	4.9409	2.6509	6.3714	6.2171	4.0627	6.8025	4.6262	3.8704	2.6974	2.7891
RP11-65D24.2	6.5195	3.1103	6.4903	7.4991	5.5454	4.4141	5.2351	2.6939	2.8536	6.5506
RP11-65J3.14	6.2331	5.2906	7.5844	9.1445	5.3796	6.0289	5.5268	5.9265	5.27	7.5164
RP11-65L19.4	7.6893	7.4398	8.6952	9.5291	7.5118	7.1867	8.0302	7.4552	7.5701	8.0657
RP11-661A12.9	4.5378	2.6509	5.696	5.7321	3.5354	4.0601	2.9	3.4903	1.9883	5.3913
RP11-663N22.1	5.7374	5.19	5.7563	7.4772	4.6123	6.2434	5.4244	4.0521	3.1223	4.8013
RP11-664D1.1	7.0472	6.6628	7.8357	6.9975	5.7499	4.9684	7.7723	4.4249	6.0462	6.0889
RP11-665C16.8	4.3335	3.6779	6.1185	5.33	3.5765	3.5414	4.6278	3.5408	2.9235	5.1669
RP11-669C19.1	5.7865	5.4766	5.8794	6.3992	3.6838	5.2223	4.0209	4.9855	2.3768	4.3719
RP11-669I1.1	7.0841	5.1143	5.7119	8.9342	4.5769	7.0014	7.0627	6.468	4.2889	6.353
RP11-669M16.1	6.4384	5.9733	6.4238	7.9625	5.4809	5.2547	5.0739	5.3416	4.503	6.2015
RP11-66N11.7	4.6441	4.9745	7.8943	7.9499	5.601	6.8479	5.2659	5.5324	3.5253	7.1872
RP11-66N11.8	6.9044	8.4467	5.6515	6.6944	5.6013	6.2442	5.8466	7.959	8.0778	7.258
RP11-672L10.6	6.2135	6.1693	6.2328	7.6643	5.5642	5.9421	6.4813	5.2341	3.2685	5.0417
RP11-673E11.2	4.1698	3.7101	3.9392	6.4541	4.6238	5.8259	4.1452	3.1711	4.4409	4.4591
RP11-674P19.2	4.2129	4.7034	6.3233	5.5236	4.3967	6.2158	2.6506	3.5564	1.6084	5.462
RP11-676J12.4	5.7556	5.453	6.1149	4.8103	5.8237	5.4902	6.7278	5.1777	5.403	4.043
RP11-676J12.6	5.0482	5.6647	4.8029	6.8702	3.8473	4.9798	4.6857	4.4843	2.2772	5.2307
RP11-677O4.2	7.2117	5.6666	7.0698	9.2061	6.1841	6.8075	4.7701	5.927	4.8319	5.9725
RP11-678G15.1	6.9867	7.2997	5.379	8.9659	5.6483	5.3628	7.4401	5.3269	6.0161	6.458
RP11-67L3.4	4.8514	4.9246	4.7653	5.8213	4.4696	3.5414	4.7257	4.3558	5.3218	3.909
RP11-680C21.1	7.142	5.9526	6.9375	4.706	6.1155	6.52	7.0435	6.703	6.0018	6.5283
RP11-680F20.10	5.6594	6.2469	6.8844	8.0874	6.1945	6.8221	6.0615	5.8402	5.2662	5.8529
RP11-680F8.4	4.7583	4.8429	5.1648	8.5441	5.8238	4.8181	4.8205	4.5212	2.0495	4.6524
RP11-680G24.5	5.0607	5.8184	6.0678	5.4447	4.1087	5.3763	5.2557	5.5646	5.3354	6.3312
RP11-686D22.8	9.1315	7.8287	8.2642	7.1565	7.0112	7.9004	6.8196	7.5855	7.7186	7.5489
RP11-687F6.1	4.874	5.807	5.2959	7.8455	4.0837	5.8775	5.0881	2.8509	5.5163	7.6103
RP11-68I3.11	6.2396	4.3136	4.1796	7.9366	5.1126	6.5907	5.6178	4.611	4.228	5.7734
RP11-690I21.2	5.0647	7.2208	6.955	9.1356	4.5376	5.429	5.7202	2.8989	7.4697	5.8788
RP11-692P14.1	5.2283	5.2021	6.8679	6.3927	5.0075	6.1609	4.3107	3.3577	5.3659	5.2052
RP11-69I8.2	5.4143	5.6176	7.6572	7.6978	5.6345	6.3375	6.8259	4.8607	6.0081	6.0782
RP11-6F2.5	6.0533	6.565	7.6762	8.4333	5.5192	7.5284	6.4221	5.9519	6.03	7.1895
RP11-6I2.3	5.3529	5.8389	7.5812	8.7754	6.2839	6.8547	6.3981	5.9426	5.8706	5.7616
RP11-700H6.1	6.3362	5.1339	6.7089	8.3123	6.5393	6.6424	5.9457	4.7734	5.1199	6.2953
RP11-700J17.2	7.9053	8.5698	8.0161	5.5762	7.4329	8.5007	7.6447	8.0311	8.4196	7.9129
RP11-701I24.3	5.4493	4.4961	6.5513	5.3824	4.6172	4.4708	5.1401	4.4427	2.8383	5.4242
RP11-708J19.1	7.1344	3.7554	4.7835	8.3919	3.9214	5.6993	5.4532	7.2477	6.1942	6.7641
RP1-170O19.14	5.3071	5.5498	4.7993	6.693	6.4704	5.8829	4.9097	3.5205	5.4273	6.714
RP1-170O19.17	5.7132	5.616	5.8359	5.4447	5.5232	5.5349	5.0394	5.7776	4.4056	6.1189
RP11-710C12.1	4.7597	5.7358	7.0722	7.7794	5.0539	5.7148	5.8733	5.6064	2.9329	6.4773
RP11-714L20.1	5.4501	4.193	6.3479	8.6668	6.5216	5.8598	5.555	5.905	3.612	5.9515
RP11-715J22.6	9.5123	7.1188	6.4632	8.5403	6.4069	7.2039	6.675	9.3234	9.4242	8.8395
RP11-722E23.2	6.5514	6.1909	7.1534	8.1242	7.1067	7.2243	7.2746	7.9169	8.0252	8.2676
RP11-727A23.11	6.2162	5.4306	6.3746	6.4392	4.4702	4.085	6.945	6.8115	6.0265	6.9272
RP11-727F15.11	6.3339	6.3179	6.4281	8.8093	7.4625	5.7092	4.3751	6.9602	6.2151	7.7078
RP11-728F11.4	3.7899	4.7506	4.9648	4.1873	4.7038	4.8937	6.5311	2.6187	4.0502	5.1644
RP11-731J8.2	6.0304	6.9988	6.8601	7.6815	6.5124	4.9953	6.4334	6.7042	6.2506	6.7583
RP11-732A19.1	5.3069	5.5293	7.9204	7.6643	4.6783	5.4222	5.3522	5.7414	3.2841	5.3654
RP11-736K20.5	4.2129	3.3418	3.4981	6.1975	5.1523	4.0008	2.996	2.9301	1.6084	5.1251
RP11-73K9.2	8.7986	7.4746	7.5486	7.2353	7.5353	6.5957	6.6691	6.6543	6.7444	7.0354
RP11-73M18.7	4.9893	5.368	3.9436	6.6481	6.678	6.3004	7.2944	5.2875	5.9953	5.5548
RP11-73M18.8	9.7835	9.0416	9.4581	8.3026	9.266	9.74	9.7199	9.8732	9.8182	9.6619
RP11-740C1.2	5.3987	3.8818	6.8057	8.2678	4.8361	6.2687	4.0568	2.5241	4.8508	5.9286
RP11-742B18.1	5.8202	2.9102	5.6273	6.7411	4.4214	6.1386	5.7953	3.5236	3.9674	4.0983
RP11-744D14.2	4.9011	3.6786	5.659	8.7385	4.7153	5.7435	5.1343	4.4958	4.6085	5.4989
RP11-747H7.3	5.1141	4.8187	7.8137	8.5325	5.4012	5.5035	6.1352	4.3408	5.1382	6.7966
RP11-748H22.1	5.296	4.3473	6.3665	8.023	5.5368	6.5233	5.3175	6.0001	5.4542	7.0388
RP11-749H17.2	3.9535	3.8666	5.824	6.5417	4.4642	4.2783	4.7177	5.4848	3.0582	6.2256
RP11-753A21.1	4.4808	5.1534	3.8617	6.0879	3.6905	5.0001	6.1686	2.7524	3.6609	5.0331
RP11-753A21.2	5.6695	6.0911	7.1159	7.3897	5.6622	5.8794	6.8244	4.7274	4.6857	5.3615
RP11-753D20.4	6.7926	4.8731	6.231	8.2755	5.7801	5.3128	5.8941	5.7144	3.935	5.0445
RP11-757F18.5	6.4349	6.5342	7.3861	5.8223	7.8281	6.0892	6.1138	5.4269	4.4949	7.5916
RP11-75C9.1	4.0492	3.2921	4.7109	6.3573	3.4244	4.1462	5.552	3.5861	4.7746	4.9198
RP11-764E7.1	6.117	6.1095	7.2025	7.1451	6.46	6.5291	7.0963	5.8856	6.2058	6.7166
RP11-769O8.3	6.1717	7.0628	7.2552	8.2839	6.4623	6.5178	7.6909	5.436	3.7253	6.6669
RP11-774O3.1 /// RP11-774O3.2	5.6908	4.8408	5.4046	7.6037	3.502	5.3488	7.0919	6.1996	4.6088	5.9811
RP11-774O3.3	6.5291	5.907	8.3314	8.0604	5.0606	5.1004	6.3781	6.9831	7.2783	7.4593
RP11-77H9.8	5.8983	8.6627	10.2319	9.1608	7.1684	8.2904	6.9206	6.4803	5.0924	6.6353
RP11-783K16.13	6.1726	6.0059	7.8221	6.3888	3.2472	6.7623	6.3877	6.2947	5.8974	7.0415
RP11-787B4.2	6.2562	5.8111	5.8366	7.0814	5.2099	6.3018	6.1472	4.9003	3.9193	5.8796
RP1-178F10.1	5.0663	5.5215	5.2694	7.9416	6.384	6.3529	5.8029	5.7057	6.3731	5.5407
RP11-791M20.1	5.3548	5.6946	5.5736	6.4853	5.2801	4.8344	6.934	4.8605	2.8096	5.4215
RP11-792A8.4	8.2128	6.4099	7.2699	8.4398	6.5946	6.5302	4.6072	6.6748	4.2787	7.9533
RP11-793H13.11	8.3893	6.09	5.7681	7.7384	7.129	6.5755	5.8299	6.6269	5.8725	7.5326
RP11-796E2.4	8.6446	8.6051	8.5278	10.0341	8.6276	8.9682	7.8086	9.7449	7.4948	8.9683
RP11-798M19.6	6.7423	6.4398	7.617	7.2917	4.7692	6.5852	4.2324	6.671	4.8261	5.7068
RP11-799D4.4	4.7738	4.284	6.9203	6.139	4.7417	5.72	5.3653	2.2505	3.5896	5.8034
RP1-179N16.6	6.953	7.6754	6.9039	8.2146	5.8957	5.3886	5.8317	6.3305	7.243	5.1238
RP11-79P5.2	6.2104	3.6166	6.1831	4.706	4.568	4.1959	4.1584	3.7774	4.2081	4.2848
RP11-79P5.9	6.0406	3.0308	3.8583	5.5691	4.2493	4.7723	3.584	3.2352	3.7484	4.8411
RP11-7F17.4	4.3374	5.7337	7.1411	7.1088	3.8843	6.1919	4.3869	5.4771	3.6813	3.1442
RP11-803D5.4	5.4553	4.5478	5.2508	7.0841	4.1082	5.3044	2.0351	5.0821	4.736	5.6785
RP11-804H8.6	5.8472	5.9553	6.5909	5.753	5.53	6.9421	7.8931	7.4408	7.3213	7.8845
RP11-805I24.3	7.5097	8.0928	4.889	8.7507	7.2931	7.1237	8.0251	7.2806	6.7439	7.2871
RP11-806L2.2	5.1227	5.5931	5.1048	5.3859	3.7469	4.3435	5.2878	4.7825	4.6569	5.4188
RP11-809F4.3	5.6182	3.5803	5.3918	6.2381	3.6671	5.5891	3.1645	5.5188	3.351	5.3142
RP11-812E19.3 /// RP11-989E6.3 /// SLC6A10P /// SLC6A8	5.2481	5.9785	3.609	8.0731	4.658	6.788	5.9365	3.8404	4.0416	5.9993
RP11-819C21.1	5.5016	5.4885	5.8993	7.1241	6.6519	6.4121	6.7711	6.5503	7.1997	7.5485
RP1-181J22.1	6.2509	5.9973	5.2085	6.2961	4.5637	4.6029	4.4434	5.7468	4.4968	3.4579
RP11-82L18.2	6.4661	8.2644	7.6959	9.4311	6.3222	7.362	8.4076	7.8215	7.1972	7.9265
RP11-83N9.5	7.4487	7.6444	6.304	8.5727	5.6464	7.2854	7.0126	7.2712	7.0007	7.5153
