Gene	MembraneinEnsembl
RAPH1	Y
RAPSN	Y
RARG	Y
RARRES1	Y
RARRES3	Y
RARS	Y
RASA1	Y
RASA2	Y
RASA3	Y
RASA4	Y
RASAL1	Y
RASAL2	Y
RASAL3	Y
RASD1	Y
RASD2	Y
RASGRF1	Y
RASGRF2	Y
RASGRP1	Y
RASGRP2	Y
RASGRP3	Y
RASGRP4	Y
RASL10A	Y
RASL10B	Y
RASL11A	Y
RASL11B	Y
RASL12	Y
RASSF3	Y
RASSF5	N
RASSF9	Y
RB1CC1	Y
RBM15	Y
RBM19	Y
RBM23	Y
RBMX	Y
RC3H2	Y
RCC1	Y
RCC2	Y
RCCD1	Y
RCE1	Y
RDH10	Y
RDH11	Y
RDH12	Y
RDH13	Y
RDH14	Y
RDH16	Y
RDH5	Y
RDH8	N
RDX	Y
RECK	Y
RECQL	Y
REEP1	Y
REEP2	Y
REEP3	Y
REEP4	Y
REEP5	Y
REEP6	Y
RELL1	Y
RELL2	Y
RELN	Y
RELT	Y
REM1	Y
REM2	Y
REN	Y
REP15	Y
REPS1	Y
RER1	Y
RERG	Y
RERGL	Y
RET	Y
RETSAT	Y
RFFL	Y
RFNG	Y
RFT1	Y
RFTN1	Y
RFTN2	Y
RFWD2	Y
RGL4	N
RGMA	Y
RGMB	Y
RGP1	Y
RGR	Y
RGS1	Y
RGS10	Y
RGS11	Y
RGS12	Y
RGS13	Y
RGS14	Y
RGS16	Y
RGS17	Y
RGS18	Y
RGS19	Y
RGS2	Y
RGS20	Y
RGS21	Y
RGS22	Y
RGS3	Y
RGS4	Y
RGS5	Y
RGS6	Y
RGS7	Y
RGS7BP	Y
RGS8	Y
RGS9	Y
RGS9BP	Y
RGSL1	Y
RHAG	Y
RHBDD1	Y
RHBDD2	Y
RHBDD3	Y
RHBDF1	Y
RHBDF2	Y
RHBDL1	Y
RHBDL2	Y
RHBDL3	Y
RHBG	Y
RHCE	Y
RHCG	Y
RHD	Y
RHEB	Y
RHEBL1	Y
RHO	Y
RHOA	Y
RHOB	Y
RHOBTB1	Y
RHOBTB2	Y
RHOBTB3	Y
RHOC	Y
RHOD	Y
RHOF	Y
RHOG	Y
RHOH	Y
RHOJ	Y
RHOQ	Y
RHOT1	Y
RHOT2	Y
RHOU	Y
RHOV	Y
RIC3	Y
RIC8A	Y
RIC8B	Y
RIF1	Y
RILP	Y
RILPL1	Y
RILPL2	Y
RIMBP2	Y
RIMS1	Y
RIMS2	Y
RIMS4	Y
RIN1	Y
RINT1	Y
RIPK1	Y
RIPK3	Y
RIPK4	Y
RIT1	Y
RIT2	Y
RNASE2	N
RNASEK	Y
RND1	Y
RND2	Y
RND3	Y
RNF103	Y
RNF112	Y
RNF114	Y
RNF121	Y
RNF122	Y
RNF125	Y
RNF128	Y
RNF13	Y
RNF130	Y
RNF133	Y
RNF139	Y
RNF141	Y
RNF144A	Y
RNF144B	Y
RNF145	Y
RNF146	Y
RNF148	Y
RNF149	Y
RNF150	Y
RNF152	Y
RNF167	Y
RNF170	Y
RNF175	Y
RNF180	Y
RNF182	Y
RNF183	Y
RNF185	Y
RNF186	Y
RNF19A	Y
RNF19B	Y
RNF213	Y
RNF215	Y
RNF217	Y
RNF24	Y
RNF26	Y
RNF31	Y
RNF34	Y
RNF40	Y
RNF43	Y
RNF5	Y
RNF6	Y
RNFT1	Y
RNFT2	Y
RNPEP	Y
ROBO1	Y
ROBO2	Y
ROBO3	Y
ROBO4	Y
ROCK1	Y
ROCK2	Y
ROM1	Y
ROMO1	Y
ROR1	Y
ROR2	Y
ROS1	Y
RP2	Y
RP9	Y
RPE65	Y
RPGRIP1L	Y
RPH3A	Y
RPH3AL	Y
RPL10	Y
RPL10A	Y
RPL10L	Y
RPL11	Y
RPL12	Y
RPL13	Y
RPL13A	Y
RPL14	Y
RPL15	Y
RPL18	Y
RPL18A	Y
RPL19	Y
RPL21	Y
RPL23	Y
RPL24	Y
RPL26	Y
RPL27	Y
RPL27A	Y
RPL28	Y
RPL29	Y
RPL30	Y
RPL31	Y
RPL32	Y
RPL35	Y
RPL35A	Y
RPL36	Y
RPL36A	Y
RPL36AL	Y
RPL3L	Y
RPL4	Y
RPL5	Y
RPL6	Y
RPL7	Y
RPL7A	Y
RPL8	Y
RPL9	Y
RPLP0	Y
RPLP2	Y
RPN1	Y
RPN2	Y
RPRM	Y
RPRML	Y
RPS10	Y
RPS11	Y
RPS12	Y
RPS13	Y
RPS14	Y
RPS15	Y
RPS15A	Y
RPS16	Y
RPS17	Y
RPS18	Y
RPS19	Y
RPS2	Y
RPS20	Y
RPS23	Y
RPS24	Y
RPS26	Y
RPS27A	Y
RPS3	Y
RPS4X	Y
RPS4Y1	Y
RPS5	Y
RPS6	Y
RPS6KA1	N
RPS6KB1	Y
RPS6KC1	Y
RPS7	Y
RPS8	Y
RPS9	Y
RPSA	Y
RPTN	Y
RPTOR	Y
RRAD	Y
RRAGA	Y
RRAGB	Y
RRAGC	Y
RRAGD	Y
RRAS	Y
RRAS2	Y
RRBP1	Y
RRH	Y
RRM1	Y
RRM2B	Y
RRP12	Y
RRP8	Y
RS1	Y
RSAD2	Y
RSC1A1	Y
RSL1D1	Y
RTBDN	Y
RTL1	Y
RTN1	Y
RTN2	Y
RTN3	Y
RTN4	Y
RTN4IP1	Y
RTN4R	Y
RTN4RL1	Y
RTN4RL2	Y
RTP1	Y
RTP2	Y
RTP3	Y
RTP4	Y
RTTN	Y
RUFY1	Y
RUFY3	Y
RUNDC3A	Y
RUSC1	Y
RUVBL1	Y
RUVBL2	Y
RXFP1	Y
RXFP2	Y
RXFP3	Y
RXFP4	Y
RYK	Y
RYR1	Y
RYR2	Y
RYR3	Y
S100A10	Y
S100A11	N
S100A12	Y
S100A13	Y
S100A14	N
S100A16	Y
S100A6	Y
S100A7	N
S100A8	Y
S100A9	Y
S100G	Y
S100P	Y
S1PR1	Y
S1PR2	Y
S1PR3	Y
S1PR4	Y
S1PR5	Y
SACM1L	Y
SAMD5	Y
SAMD8	Y
SAMHD1	Y
SAMM50	Y
SAR1A	Y
SAR1B	Y
SARM1	Y
SBF1	Y
SBF2	Y
SC4MOL	N
SCAI	Y
SCAMP1	Y
SCAMP2	Y
SCAMP3	Y
SCAMP4	Y
SCAMP5	Y
SCAP	Y
SCARA3	Y
SCARA5	Y
SCARB1	Y
SCARB2	Y
SCARF1	Y
SCARF2	Y
SCCPDH	Y
SCD	Y
SCD5	Y
SCEL	Y
SCFD1	Y
SCG3	Y
SCGN	Y
SCIN	N
SCLT1	Y
SCN10A	Y
SCN11A	Y
SCN1A	Y
SCN1B	Y
SCN2A	Y
SCN2B	Y
SCN3A	Y
SCN3B	Y
SCN4A	Y
SCN4B	Y
SCN5A	Y
SCN7A	Y
SCN8A	Y
SCN9A	Y
SCNN1A	Y
SCNN1B	Y
SCNN1D	Y
SCNN1G	Y
SCO1	Y
SCO2	Y
SCOC	Y
SCP2	Y
SCRIB	Y
SCRN1	Y
SCTR	Y
SCUBE1	Y
SCUBE3	Y
SCYL1	Y
SCYL2	Y
SCYL3	N
SDC1	Y
SDC2	Y
SDC3	Y
SDC4	Y
SDCBP	Y
SDCBP2	Y
SDCCAG3	Y
SDF2	Y
SDF2L1	Y
SDF4	Y
SDHA	Y
SDHB	Y
SDHC	Y
SDHD	Y
SDK1	Y
SDK2	Y
SDPR	N
SDR16C5	Y
SDR42E1	Y
SEC11A	Y
SEC11C	Y
SEC13	Y
SEC14L1	Y
SEC14L2	Y
SEC14L3	Y
SEC14L4	Y
SEC14L5	Y
SEC16A	Y
SEC16B	Y
SEC22A	Y
SEC22B	Y
SEC22C	Y
SEC23A	Y
SEC23B	Y
SEC23IP	Y
SEC24A	Y
SEC24B	Y
SEC24C	Y
SEC24D	Y
SEC31A	Y
SEC31B	Y
SEC61A1	Y
SEC61A2	Y
SEC61B	Y
SEC61G	Y
SEC62	Y
SEC63	Y
SECTM1	Y
SEH1L	Y
SEL1L	Y
SEL1L2	Y
SEL1L3	Y
SELE	Y
SELENBP1	Y
SELL	Y
SELP	Y
SELPLG	Y
SEMA3D	Y
SEMA3F	N
SEMA3G	N
SEMA4A	Y
SEMA4B	Y
SEMA4C	Y
SEMA4D	Y
SEMA4F	Y
SEMA4G	Y
SEMA5A	Y
SEMA5B	Y
SEMA6A	Y
SEMA6B	Y
SEMA6C	Y
SEMA6D	Y
SEMA7A	Y
SENP1	Y
SENP2	Y
SENP7	Y
SEPHS1	Y
SEPT2	Y
SEPT3	N
SEPT4	N
SEPT5	Y
SEPT7	Y
SEPW1	N
SERAC1	Y
SERBP1	Y
SERF1A	Y
SERINC1	Y
SERINC2	Y
SERINC3	Y
SERINC4	Y
SERINC5	Y
SERP1	Y
SERP2	Y
SERPINA1	Y
SERPINA12	Y
SERPINA5	Y
SERPINA9	Y
SERPINB1	Y
SERPINB10	Y
SERPINB12	Y
SERPINB13	Y
SERPINB2	Y
SERPINB5	N
SERPINB6	Y
SERPINB9	Y
SERPINC1	Y
SERPINE1	Y
SERPINE2	Y
SERPINH1	Y
SESTD1	Y
SET	N
SETDB1	Y
SEZ6	Y
SEZ6L	Y
SEZ6L2	Y
SFN	Y
SFRP1	Y
SFRP2	Y
SFRP4	Y
SFRP5	Y
SFRS17A	N
SFT2D1	Y
SFT2D2	Y
SFT2D3	Y
SFTPA1	Y
SFTPA2	Y
SFTPB	Y
SFTPC	Y
SFTPD	Y
SFXN1	Y
SFXN2	Y
SFXN3	Y
SFXN4	Y
SFXN5	Y
SGCA	Y
SGCB	Y
SGCD	Y
SGCE	Y
SGCG	Y
SGCZ	Y
SGIP1	Y
SGK1	Y
SGMS1	Y
SGMS2	Y
SGPL1	Y
SGPP1	Y
SGPP2	Y
SGSM1	Y
SGSM3	N
SGTA	Y
SH2B1	Y
SH2B2	N
SH2B3	N
SH2D1A	N
SH2D3C	Y
SH2D5	Y
SH3BGRL2	Y
SH3BGRL3	N
SH3BP4	Y
SH3D19	Y
SH3GL1	Y
SH3GL2	Y
SH3GL3	Y
SH3GLB1	Y
SH3KBP1	Y
SH3TC2	Y
SH3YL1	Y
SHANK1	Y
SHANK2	Y
SHANK3	Y
SHARPIN	N
SHB	Y
SHC1	Y
SHC2	Y
SHC3	Y
SHC4	Y
SHH	Y
SHISA2	Y
SHISA3	Y
SHISA4	Y
SHISA5	Y
SHISA6	Y
SHISA7	Y
SHISA9	Y
SHMT2	Y
SHROOM2	Y
SHROOM3	Y
SHROOM4	Y
SI	Y
SIAH1	Y
SIDT1	Y
SIDT2	Y
SIGIRR	Y
SIGLEC1	Y
SIGLEC10	Y
SIGLEC11	Y
SIGLEC12	Y
SIGLEC14	Y
SIGLEC15	Y
SIGLEC5	Y
SIGLEC6	Y
SIGLEC7	Y
SIGLEC8	Y
SIGLEC9	Y
SIGMAR1	Y
SIPA1	Y
SIPA1L1	Y
SIPA1L3	Y
SIRPA	Y
SIRPB1	Y
SIRPB2	Y
SIRPG	Y
SIRT1	Y
SIRT2	Y
SIRT4	Y
SIT1	Y
SKAP1	Y
SKAP2	Y
SLA	Y
SLA2	Y
SLAMF1	Y
SLAMF6	Y
SLAMF7	Y
SLAMF8	Y
SLAMF9	Y
SLC10A1	Y
SLC10A2	Y
SLC10A3	Y
SLC10A4	Y
SLC10A5	Y
SLC10A6	Y
SLC10A7	Y
SLC11A1	Y
SLC11A2	Y
SLC12A1	Y
SLC12A2	Y
SLC12A3	Y
SLC12A4	Y
SLC12A5	Y
SLC12A6	Y
SLC12A7	Y
SLC12A8	Y
SLC12A9	Y
SLC13A1	Y
SLC13A2	Y
SLC13A3	Y
SLC13A4	Y
SLC13A5	Y
SLC14A1	Y
SLC14A2	Y
SLC15A1	Y
SLC15A2	Y
SLC15A3	Y
SLC15A4	Y
SLC16A1	Y
SLC16A10	Y
SLC16A11	Y
SLC16A12	Y
SLC16A13	Y
SLC16A14	Y
SLC16A2	Y
SLC16A3	Y
SLC16A4	Y
SLC16A5	Y
SLC16A6	Y
SLC16A7	Y
SLC16A8	Y
SLC16A9	Y
SLC17A1	Y
SLC17A2	Y
SLC17A3	Y
SLC17A4	Y
SLC17A5	Y
SLC17A6	Y
SLC17A7	Y
SLC17A8	Y
SLC17A9	Y
SLC18A1	Y
SLC18A2	Y
SLC18A3	Y
SLC19A1	Y
SLC19A2	Y
SLC19A3	Y
SLC1A1	Y
SLC1A2	Y
SLC1A3	Y
SLC1A4	Y
SLC1A5	Y
SLC1A6	Y
SLC1A7	Y
SLC20A1	Y
SLC20A2	Y
SLC22A1	Y
SLC22A10	Y
SLC22A11	Y
SLC22A12	Y
SLC22A13	Y
SLC22A14	Y
SLC22A15	Y
SLC22A16	Y
SLC22A17	Y
SLC22A18	Y
SLC22A2	Y
SLC22A23	Y
SLC22A24	Y
SLC22A25	Y
SLC22A3	Y
SLC22A4	Y
SLC22A5	Y
SLC22A6	Y
SLC22A7	Y
SLC22A8	Y
SLC22A9	Y
SLC23A1	Y
SLC23A2	Y
SLC23A3	Y
SLC24A1	Y
SLC24A2	Y
SLC24A3	Y
SLC24A4	Y
SLC24A5	Y
SLC24A6	N
SLC25A1	Y
SLC25A10	Y
SLC25A11	Y
SLC25A12	Y
SLC25A13	Y
SLC25A14	Y
SLC25A15	Y
SLC25A16	Y
SLC25A17	Y
SLC25A18	Y
SLC25A19	Y
SLC25A2	Y
SLC25A20	Y
SLC25A21	Y
SLC25A22	Y
SLC25A23	Y
SLC25A24	Y
SLC25A25	Y
SLC25A26	Y
SLC25A27	Y
SLC25A28	Y
SLC25A29	Y
SLC25A3	Y
SLC25A30	Y
SLC25A31	Y
SLC25A32	Y
SLC25A33	Y
SLC25A34	Y
SLC25A35	Y
SLC25A36	Y
SLC25A37	Y
SLC25A38	Y
SLC25A39	Y
SLC25A4	Y
SLC25A40	Y
SLC25A41	Y
SLC25A42	Y
SLC25A43	Y
SLC25A44	Y
SLC25A45	Y
SLC25A46	Y
SLC25A5	Y
SLC25A6	Y
SLC26A1	Y
SLC26A10	Y
SLC26A11	Y
SLC26A2	Y
SLC26A3	Y
SLC26A4	Y
SLC26A5	Y
SLC26A6	Y
SLC26A7	Y
SLC26A8	Y
SLC26A9	Y
SLC27A1	Y
SLC27A2	Y
SLC27A3	Y
SLC27A4	Y
SLC27A5	Y
SLC27A6	Y
SLC28A1	Y
SLC28A2	Y
SLC28A3	Y
SLC29A1	Y
SLC29A2	Y
SLC29A3	Y
SLC29A4	Y
SLC2A1	Y
SLC2A10	Y
SLC2A11	Y
SLC2A12	Y
SLC2A13	Y
SLC2A14	Y
SLC2A2	Y
SLC2A3	Y
SLC2A4	Y
SLC2A5	Y
SLC2A6	Y
SLC2A7	Y
SLC2A8	Y
SLC2A9	Y
SLC30A1	Y
SLC30A10	Y
SLC30A2	Y
SLC30A3	Y
SLC30A4	Y
SLC30A5	Y
SLC30A6	Y
SLC30A7	Y
SLC30A8	Y
SLC30A9	Y
SLC31A1	Y
SLC31A2	Y
SLC32A1	Y
SLC33A1	Y
SLC34A1	Y
SLC34A2	Y
SLC34A3	Y
SLC35A1	Y
SLC35A2	Y
SLC35A3	Y
SLC35A4	Y
SLC35A5	Y
SLC35B1	Y
SLC35B2	Y
SLC35B3	Y
SLC35B4	Y
SLC35C1	Y
SLC35C2	Y
SLC35D1	Y
SLC35D2	Y
SLC35D3	Y
SLC35E1	Y
SLC35E2	Y
SLC35E3	Y
SLC35E4	Y
SLC35F1	Y
SLC35F2	Y
SLC35F3	Y
SLC35F4	Y
SLC35F5	Y
SLC36A1	Y
SLC36A2	Y
SLC36A3	Y
SLC36A4	Y
SLC37A1	Y
SLC37A2	Y
SLC37A3	Y
SLC37A4	Y
SLC38A1	Y
SLC38A10	Y
SLC38A11	Y
SLC38A2	Y
SLC38A3	Y
SLC38A4	Y
SLC38A5	Y
SLC38A6	Y
SLC38A7	Y
SLC38A8	Y
SLC38A9	Y
SLC39A1	Y
SLC39A10	Y
SLC39A11	Y
SLC39A12	Y
SLC39A13	Y
SLC39A14	Y
SLC39A2	Y
SLC39A3	Y
SLC39A4	Y
SLC39A5	Y
SLC39A6	Y
SLC39A7	Y
SLC39A8	Y
SLC39A9	Y
SLC3A1	Y
SLC3A2	Y
SLC40A1	Y
SLC41A1	Y
SLC41A2	Y
SLC41A3	Y
SLC43A1	Y
SLC43A2	Y
SLC43A3	Y
SLC44A1	Y
SLC44A2	Y
SLC44A3	Y
SLC44A4	Y
SLC44A5	Y
SLC45A1	Y
SLC45A2	Y
SLC45A3	Y
SLC45A4	Y
SLC46A1	Y
SLC46A2	Y
SLC46A3	Y
SLC47A1	Y
SLC47A2	Y
SLC48A1	Y
SLC4A1	Y
SLC4A10	Y
SLC4A11	Y
SLC4A1AP	Y
SLC4A2	Y
SLC4A3	Y
SLC4A4	Y
SLC4A5	Y
SLC4A7	Y
SLC4A8	Y
SLC4A9	Y
SLC5A1	Y
SLC5A10	Y
SLC5A11	Y
SLC5A12	Y
SLC5A2	Y
SLC5A3	Y
SLC5A4	Y
SLC5A5	Y
SLC5A6	Y
SLC5A7	Y
SLC5A8	Y
SLC5A9	Y
SLC6A1	Y
SLC6A11	Y
SLC6A12	Y
SLC6A13	Y
SLC6A14	Y
SLC6A15	Y
SLC6A16	Y
SLC6A17	Y
SLC6A18	Y
SLC6A19	Y
SLC6A2	Y
SLC6A20	Y
SLC6A3	Y
SLC6A4	Y
SLC6A5	Y
SLC6A6	Y
SLC6A7	Y
SLC6A8	Y
SLC6A9	Y
SLC7A1	Y
SLC7A10	Y
SLC7A11	Y
SLC7A13	Y
SLC7A14	Y
SLC7A2	Y
SLC7A3	Y
SLC7A4	Y
SLC7A5	Y
SLC7A6	Y
SLC7A7	Y
SLC7A8	Y
SLC7A9	Y
SLC8A1	Y
SLC8A2	Y
SLC8A3	Y
SLC9A1	Y
SLC9A11	N
SLC9A2	Y
SLC9A3	Y
SLC9A3R1	Y
SLC9A3R2	Y
SLC9A4	Y
SLC9A5	Y
SLC9A6	Y
SLC9A7	Y
SLC9A8	Y
SLC9A9	Y
SLCO1A2	Y
SLCO1B1	Y
SLCO1B3	Y
SLCO1C1	Y
SLCO2A1	Y
SLCO2B1	Y
SLCO3A1	Y
SLCO4A1	Y
SLCO4C1	Y
SLCO5A1	Y
SLCO6A1	Y
SLFN12L	Y
SLIT2	Y
SLIT3	N
SLITRK1	Y
SLITRK2	Y
SLITRK3	Y
SLITRK4	Y
SLITRK5	Y
SLITRK6	Y
SLMAP	Y
SLN	Y
SLU7	Y
SMAD1	Y
SMAD2	Y
SMAD3	Y
SMAD5	Y
SMAD7	Y
SMAGP	Y
SMAP1	Y
SMARCA4	Y
SMCP	Y
SMCR7	N
SMO	Y
SMOC2	Y
SMOX	Y
SMPD1	Y
SMPD2	Y
SMPD3	Y
SMPD4	Y
SMPDL3B	Y
SMURF1	Y
SMURF2	Y
SNAP23	Y
SNAP25	Y
SNAP29	Y
SNAP47	Y
SNAP91	Y
SNAPIN	Y
SNCA	Y
SNCAIP	Y
SND1	Y
SNF8	Y
SNN	Y
SNPH	Y
SNRNP200	Y
SNRNP40	Y
SNTA1	Y
SNTB1	Y
SNTB2	Y
SNTG1	Y
SNTG2	Y
SNX1	Y
SNX10	Y
SNX11	Y
SNX12	Y
SNX13	Y
SNX14	Y
SNX15	Y
SNX16	Y
SNX17	Y
SNX18	Y
SNX19	Y
SNX2	Y
SNX20	Y
SNX21	Y
SNX22	Y
SNX24	Y
SNX25	Y
SNX26	N
SNX27	Y
SNX29	N
SNX3	Y
SNX30	Y
SNX32	Y
SNX33	Y
SNX4	Y
SNX5	Y
SNX6	Y
SNX7	Y
SNX8	Y
SNX9	Y
SOAT1	Y
SOAT2	Y
SOCS6	Y
SOCS7	Y
SOD1	Y
SOD2	Y
SORBS1	Y
SORBS2	Y
SORBS3	N
SORCS1	Y
SORCS2	Y
SORCS3	Y
SORD	Y
SORL1	Y
SORT1	Y
SOS1	Y
SOX10	Y
SPA17	Y
SPACA1	Y
SPACA3	Y
SPACA4	Y
SPAG1	N
SPAG4	Y
SPAG8	Y
SPAG9	Y
SPAM1	Y
SPARC	Y
SPAST	Y
SPATA13	Y
SPATA18	Y
SPATA19	Y
SPATA3	Y
SPATA9	Y
SPCS1	Y
SPCS2	Y
SPCS3	Y
SPEM1	Y
SPG11	Y
SPG21	Y
SPG7	Y
SPHK1	Y
SPHK2	Y
SPI1	Y
SPIN1	Y
SPIN3	Y
SPINK2	N
SPINK5	Y
SPINT1	Y
SPINT2	Y
SPIRE1	Y
SPIRE2	Y
SPN	Y
SPNS1	Y
SPNS3	Y
SPRED1	Y
SPRED2	Y
SPRED3	Y
SPRN	Y
SPRR1A	Y
SPRR1B	Y
SPRR2A	Y
SPRR2B	Y
SPRR2E	Y
SPRR2F	Y
SPRR2G	Y
SPRR3	Y
SPRR4	Y
SPRY1	Y
SPRY2	Y
SPRY3	Y
SPRY4	Y
SPTA1	Y
SPTAN1	Y
SPTB	Y
SPTBN1	Y
SPTBN2	Y
SPTBN4	Y
SPTBN5	Y
SPTLC1	Y
SPTLC2	Y
SPTLC3	Y
SQLE	Y
SRA1	Y
SRC	Y
SRCIN1	Y
SRD5A1	Y
SRD5A2	Y
SRD5A3	Y
SREBF1	Y
SREBF2	Y
SRGAP2	Y
SRGN	Y
SRI	Y
SRMS	Y
SRP9	Y
SRPK1	Y
SRPRB	Y
SRPX	Y
SRPX2	Y
SRR	Y
SSB	N
SSBP4	Y
SSFA2	Y
SSH1	Y
SSPN	Y
SSR1	Y
SSR2	Y
SSR3	Y
SSR4	Y
SSTR1	Y
SSTR2	Y
SSTR3	Y
SSTR4	Y
SSTR5	Y
SSX2IP	N
ST14	Y
ST3GAL1	Y
ST3GAL2	Y
ST3GAL3	Y
ST3GAL4	Y
ST3GAL5	Y
ST3GAL6	Y
ST6GAL1	Y
ST6GAL2	Y
ST6GALNAC1	Y
ST6GALNAC2	Y
ST6GALNAC3	Y
ST6GALNAC4	Y
ST6GALNAC5	Y
ST6GALNAC6	Y
ST7	Y
ST7L	Y
ST8SIA1	Y
ST8SIA2	Y
ST8SIA3	Y
ST8SIA4	Y
ST8SIA5	Y
ST8SIA6	Y
STAB1	Y
STAB2	Y
STAC	Y
STAG2	Y
STAM	Y
STAM2	Y
STAMBP	Y
STAMBPL1	Y
STAP2	Y
STAR	Y
STARD10	Y
STARD13	Y
STARD3	Y
STARD3NL	Y
STARD4	N
STARD7	Y
STAT2	Y
STAT3	Y
STAT6	Y
STAU1	Y
STAU2	Y
STBD1	Y
STC1	Y
STEAP1	Y
STEAP2	Y
STEAP3	Y
STEAP4	Y
STIM1	Y
STIM2	Y
STK10	Y
STK11	Y
STK11IP	Y
STK16	Y
STK17A	Y
STK17B	Y
STK24	Y
STK25	Y
STK32A	Y
STK38L	Y
STK39	Y
STMN1	Y
STMN2	Y
STOM	Y
STOML1	Y
STOML2	Y
STOML3	Y
STON1	Y
STON2	Y
STRA6	Y
STRADB	Y
STRN	Y
STRN3	Y
STRN4	Y
STS	Y
STT3A	Y
STT3B	Y
STX10	Y
STX11	Y
STX12	Y
STX16	Y
STX17	Y
STX18	Y
STX19	Y
STX1A	Y
STX1B	Y
STX1B1	N
STX2	Y
STX3	Y
STX4	Y
STX5	Y
STX6	Y
STX7	Y
STX8	Y
STXBP1	Y
STXBP2	Y
STXBP3	Y
STXBP5	Y
STXBP5L	Y
STXBP6	Y
STYK1	Y
SUCLG1	Y
SUCLG2	Y
SUCNR1	Y
SULF1	Y
SULF2	Y
SULT1A1	Y
SUMO1	Y
SUMO2	N
SUN1	Y
SUN2	Y
SUN3	Y
SUN5	Y
SUOX	N
SURF1	Y
SURF2	Y
SURF4	Y
SUSD1	Y
SUSD2	Y
SUSD3	Y
SUSD4	Y
SUSD5	Y
SV2A	Y
SV2B	Y
SV2C	Y
SVEP1	Y
SVIL	Y
SVOP	Y
SVOPL	Y
SWAP70	Y
SYCE1	Y
SYCN	Y
SYK	Y
SYMPK	Y
SYN1	Y
SYN2	Y
SYN3	Y
SYNC	Y
SYNCRIP	Y
SYNE1	Y
SYNE2	Y
SYNGAP1	Y
SYNGR1	Y
SYNGR2	Y
SYNGR3	Y
SYNGR4	Y
SYNJ1	Y
SYNJ2	Y
SYNJ2BP	Y
SYNM	Y
SYNPO	Y
SYNPR	Y
SYNRG	Y
SYP	Y
SYPL1	Y
SYPL2	Y
SYT1	Y
SYT10	Y
SYT11	Y
SYT12	Y
SYT13	Y
SYT14	Y
SYT15	Y
SYT16	Y
SYT17	Y
SYT2	Y
SYT3	Y
SYT4	Y
SYT5	Y
SYT6	Y
SYT7	Y
SYT8	Y
SYT9	Y
SYTL1	Y
SYTL2	Y
SYTL3	Y
SYTL4	Y
SYTL5	Y
SYVN1	Y
TAAR1	Y
TAAR2	Y
TAAR5	Y
TAAR6	Y
TAAR8	Y
TAAR9	Y
TAC1	Y
TACC1	Y
TACC2	Y
TACR1	Y
TACR2	Y
TACR3	Y
TACSTD2	Y
TAF3	Y
TANC1	Y
TAOK2	Y
TAOK3	Y
TAP1	Y
TAP2	Y
TAPBP	Y
TAPBPL	Y
TAPT1	Y
TAS1R1	Y
TAS1R2	Y
TAS1R3	Y
TAS2R1	Y
TAS2R10	Y
TAS2R13	Y
TAS2R14	Y
TAS2R16	Y
TAS2R19	Y
TAS2R20	Y
TAS2R3	Y
TAS2R30	Y
TAS2R31	Y
TAS2R38	Y
TAS2R39	Y
TAS2R4	Y
TAS2R40	Y
TAS2R41	Y
TAS2R42	Y
TAS2R43	Y
TAS2R45	N
TAS2R46	Y
TAS2R5	Y
TAS2R50	Y
TAS2R60	Y
TAS2R7	Y
TAS2R8	Y
TAS2R9	Y
TAX1BP3	Y
TAZ	Y
TBC1D10A	Y
TBC1D10B	Y
TBC1D10C	Y
TBC1D13	Y
TBC1D20	Y
TBC1D24	Y
TBC1D3	Y
TBC1D3B	Y
TBC1D3C	Y
TBC1D3F	N
TBC1D3G	Y
TBC1D3H	Y
TBC1D4	Y
TBC1D5	Y
TBC1D8	Y
TBC1D9B	Y
TBCD	Y
TBK1	Y
TBL2	Y
TBXA2R	Y
TBXAS1	Y
TC2N	Y
TCHH	Y
TCHP	Y
TCIRG1	Y
TCL1A	N
TCP11	Y
TCTA	Y
TCTE3	Y
TCTEX1D4	N
TCTN1	Y
TCTN2	Y
TCTN3	Y
TDG	Y
TDGF1	Y
TDP1	Y
TDRKH	Y
TEC	Y
TECPR1	Y
TECR	Y
TECRL	Y
TECTA	Y
TECTB	Y
TEDDM1	Y
TEK	Y
TEKT3	Y
TELO2	Y
TERT	Y
TES	Y
TESC	Y
TESK1	N
TEX10	Y
TEX101	Y
TEX2	Y
TEX261	Y
TEX28	Y
TF	Y
TFCP2L1	Y
TFG	Y
TFPI	Y
TFPI2	N
TFPT	Y
TFR2	Y
TFRC	Y
TGFA	Y
TGFB1	Y
TGFB3	Y
TGFBI	Y
TGFBR1	Y
TGFBR2	Y
TGFBR3	Y
TGFBRAP1	Y
TGM1	Y
TGM2	Y
TGM3	Y
TGM5	Y
TGOLN2	Y
TH	Y
THADA	Y
THAP7	Y
THBD	Y
THBS1	Y
THEM4	Y
THOC3	Y
THOP1	N
THSD1	Y
THSD7A	Y
THSD7B	Y
THY1	Y
TIAM1	Y
TIAM2	Y
TICAM1	Y
TICAM2	Y
TIE1	Y
TIGIT	Y
TIMD4	Y
TIMM10	Y
TIMM13	Y
TIMM17A	Y
TIMM17B	Y
TIMM22	Y
TIMM23	Y
TIMM44	Y
TIMM50	Y
TIMM8A	Y
TIMM8B	Y
TIMM9	Y
TIRAP	Y
TJAP1	Y
TJP1	Y
TJP2	Y
TJP3	Y
TLCD1	Y
TLL1	Y
TLN1	Y
TLN2	Y
TLR1	Y
